,0
1982,230.425
1983,409.8125
1984,403.3875
1985,881.375
1986,1420.5625
1987,381.8125
1988,262.4375
1989,885.5625
1990,1472.4375
1991,659.025
1992,244.45
1993,619.5625
1994,371.25
1995,807
1996,223.5125
1997,492.8125
1998,464.625
1999,340.65
2000,457.35
2001,391.9375
2002,488.7
2003,459.95
2004,369
2005,324.675
2006,753.125
2007,289
2008,378.575
2009,1413.6875
2010,1053.625
2011,975.5625
2012,399.3125
2013,415.2325
2014,716.75
2015,274.275
2016,1007.625
2017,712.125
2018,366.9625
2019,1103.375
2020,1000.9375
2021,1243.6875
2022,1137.5
2023,1208
2024,562.75
2025,300.625
2026,688.8125
2027,422.875
2028,690.375
2029,423.25
2030,667.3125
2031,726.3125
2032,323.1125
2033,341.5
2034,852.1875
2035,286.075
2036,1408.875
2037,537.0625
2038,1110.25
2039,363.4375
2040,787.75
2041,187
2042,2180.75
2043,400.4625
2044,622.3125
2045,1312.75
2046,670.7625
2047,417.375
2048,954.3125
2049,1427.8125
2050,368.25
2051,322.675
2052,1091.5625
2053,390.925
2054,268.9375
2055,503
2056,333.9625
2057,391.4125
2058,685.9625
2059,357.175
2060,364.9375
2061,419.9375
2062,322.93625
2063,291.8375
2064,1270.125
2065,386.8125
2066,345.9875
2067,822.8125
2068,236.5
2069,402.5625
2070,610.6875
2071,605.375
2072,400.4625
2073,383.4625
2074,575.375
2075,650.6875
2076,1316.75
2077,360.1875
2078,267
2079,1607.0625
2080,248.6
2081,169.575
2082,817.875
2083,505.4
2084,594.0625
2085,332.55
2086,439.5625
2087,1066.4375
2088,1537.25
2089,611.8125
2090,746.8125
2091,237.0375
2092,312.425
2093,364.9375
2094,1179.5
2095,602.6875
2096,768
2097,769.9375
2098,314.8375
2099,656.825
2100,654.375
2101,648.375
2102,418.175
2103,935.6875
2104,304.625
2105,320.8125
2106,952.375
2107,237.6875
2108,350.1
2109,856.0625
2110,776.4375
2111,219.8125
2112,349.9375
2113,441.0625
2114,597.5625
2115,284.0625
2116,387.375
2117,656.75
2118,1264.8125
2119,297.4375
2120,431.75
2121,353.25
2122,493.4375
2123,915.1875
2124,388.975
2125,315.3125
2126,1543.5625
2127,431.75
2128,363.4
2129,1414.9375
2130,394.1875
2131,566.0625
2132,346
2133,409.25
2134,358.4875
2135,1146.4375
2136,414.7125
2137,283.5625
2138,376.55
2139,352.3125
2140,1164.625
2141,659.125
2142,752.3125
2143,1463.4375
2144,694.6875
2145,1192.625
2146,313.2625
2147,411.3125
2148,318.43625
2149,654.6625
2150,380.25
2151,2004.375
2152,370.0625
2153,284.8875
2154,621.6875
2155,566.875
2156,269.75
2157,382.6625
2158,1520.3125
2159,666.1875
2160,610.6875
2161,302.0625
2162,328.5625
2163,380.8375
2164,541.4625
2165,959.8125
2166,751.625
2167,345.4
2168,1303.5
2169,698.9375
2170,350.4875
2171,316.5625
2172,441.9375
2173,600.9375
2174,390.3875
2175,1044.75
2176,547.125
2177,610.5
2178,824.875
2179,293.625
2180,1051.1875
2181,461.3125
2182,385.25
2183,1062
2184,348.6
2185,787.125
2186,372.625
2187,388.4375
2188,449.925
2189,639.875
2190,1009.625
2191,400.5625
2192,1301.75
2193,800.25
2194,632.875
2195,689.1625
2196,389.6875
2197,187.2625
2198,878.0625
2199,1201.0625
2200,675.9125
2201,432.125
2202,1223.9375
2203,317.8
2204,1243.0625
2205,363.0625
2206,647.6875
2207,325.75
2208,392.4125
2209,626.75
2210,993.25
2211,319.8125
2212,216.6
2213,339.625
2214,308.06
2215,1280.5625
2216,407.6875
2217,790.125
2218,1035.75
2219,402.2875
2220,600.1875
2221,404.5
2222,969
2223,1630.625
2224,296.95
2225,389.475
2226,1011.6875
2227,279.5375
2228,2026.375
2229,370.8125
2230,1073.875
2231,370.0625
2232,420.875
2233,1014.75
2234,449.5625
2235,238.275
2236,613
2237,327.95
2238,695
2239,1018.3125
2240,353.1875
2241,173.3625
2242,292.0625
2243,370.8375
2244,573.4375
2245,274.6625
2246,461.75
2247,478.375
2248,354.075
2249,395.575
2250,238.1875
2251,290.0875
2252,362.6375
2253,237.6875
2254,324.775
2255,494.1875
2256,265.75
2257,1277.0625
2258,2186.625
2259,1085.6875
2260,772.4375
2261,575
2262,940.5625
2263,1357.9375
2264,388.8
2265,1176.8125
2266,240.8
2267,383.6875
2268,230.7625
2269,634.375
2270,989
2271,211.35
2272,958.375
2273,373.4625
2274,401
2275,304.375
2276,340
2277,377.625
2278,394
2279,292.4
2280,399.9
2281,219.25
2282,929.1875
2283,813.625
2284,360.0625
2285,572.3125
2286,340.7625
2287,712.5
2288,406.625
2289,424.0625
2290,453
2291,942.125
2292,445.3375
2293,303.25
2294,218.5875
2295,1197.875
2296,980.6875
2297,284.775
2298,336.4375
2299,396.125
2300,1279.3125
2301,332.5625
2302,688
2303,431.1875
2304,830.125
2305,366.9375
2306,414.625
2307,415.25
2308,507.85
2309,1208.8125
2310,404.9375
2311,485.6875
2312,269.0875
2313,242.5
2314,963.875
2315,707.125
2316,692.4375
2317,1258.875
2318,843.75
2319,607.9125
2320,590.2
2321,340.875
2322,775.3125
2323,393.75
2324,723.8125
2325,330
2326,259.025
2327,433.7375
2328,386.4375
2329,362.65
2330,625.875
2331,335.4375
2332,772.4375
2333,1057.375
2334,734.6875
2335,358.3125
2336,751.1875
2337,349.75
2338,534.8125
2339,355.0375
2340,1385.3125
2341,739.9375
2342,1409.25
2343,525.6125
2344,325.875
2345,277.25
2346,297.9375
2347,430.6875
2348,432.0625
2349,399.625
2350,670.9375
2351,1008.0625
2352,741.5
2353,389.15
